"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"692,2004,NBA,2,34,ATL,Donta Smith\smithdo04,20.215,G-F,us,Southeastern Illinois College,2005,2006,61,9.2,2.7,1.1,0.8,0.5,0.1,.421,.447,.308,.650,0.5,.043"
"693,2004,NBA,2,40,BOS,Justin Reed\reedju01,22.165,F,us,University of Mississippi,2005,2007,136,10.6,3.5,1.4,0.5,0.2,0.1,.404,.407,.000,.752,0.5,.016"
"694,2005,NBA,2,42,GSW,Chris Taft\taftch01,20.115,F,us,University of Pittsburgh,2006,2006,17,8.5,2.8,2.1,0.1,0.1,0.4,.605,.605,,.167,0.5,.155"
"695,2005,NBA,2,47,MIN,Bracey Wright\wrighbr02,21.002,G,us,Indiana University,2006,2007,26,12.5,5.0,1.5,0.8,0.4,0.0,.405,.446,.324,.794,0.5,.068"
"696,2006,NBA,1,9,GSW,Patrick O'Bryant\obryapa01,20.013,C,us,Bradley University,2007,2010,90,5.8,2.1,1.4,0.3,0.2,0.4,.494,.503,.000,.583,0.5,.046"
"697,2006,NBA,1,18,WAS,Oleksiy Pecherov\pecheol01,20.207,C,ua,,2008,2010,111,9.4,3.9,2.4,0.2,0.2,0.2,.386,.444,.290,.793,0.5,.025"
"698,2006,NBA,2,34,LAC,Paul Davis\davispa01,21.347,C,us,Michigan State University,2007,2010,82,8.6,2.6,1.9,0.4,0.3,0.2,.402,.404,.000,.732,0.5,.035"
"699,2008,NBA,1,8,MIL,Joe Alexander\alexajo01,21.188,F,tw,West Virginia University,2009,2010,67,11.1,4.2,1.8,0.7,0.2,0.4,.410,.426,.340,.698,0.5,.030"
"700,2010,NBA,2,32,MIA,Dexter Pittman\pittmde01,22.119,C,us,University of Texas at Austin,2011,2014,50,6.9,2.3,1.8,0.2,0.2,0.2,.450,.450,,.545,0.5,.068"
"701,2010,NBA,2,43,LAL,Devin Ebanks\ebankde01,20.244,F,us,West Virginia University,2011,2013,63,11.3,3.6,1.9,0.4,0.3,0.2,.385,.418,.222,.722,0.5,.035"
"702,2011,NBA,2,44,GSW,Charles Jenkins\jenkich01,22.120,G,us,Hofstra University,2012,2013,110,12.1,3.7,0.9,1.9,0.4,0.1,.434,.449,.182,.754,0.5,.017"
"703,2011,NBA,2,52,DET,Vernon Macklin\macklve01,24.282,F,us,University of Florida,2012,2012,23,5.9,2.0,1.5,0.2,0.2,0.2,.543,.543,,.571,0.5,.161"
"704,2013,NBA,1,1,CLE,Anthony Bennett\bennean01,20.110,F,ca,University of Nevada Las Vegas,2014,2017,151,12.6,4.4,3.1,0.5,0.4,0.2,.392,.427,.261,.670,0.5,.013"
"705,2015,NBA,2,33,BOS,Jordan Mickey\mickejo01,20.356,F,us,Louisiana State University,2016,2018,64,7.5,2.4,2.0,0.3,0.1,0.4,.449,.496,.118,.605,0.5,.050"
"706,2015,NBA,2,36,MIN,Rakeem Christmas\chrisra01,23.212,F,us,Syracuse University,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,.467,.467,,.724,0.5,.105"
"707,2016,NBA,2,34,PHO,Tyler Ulis\ulisty01,20.175,G,us,University of Kentucky,2017,2019,133,20.9,7.5,1.7,4.0,0.9,0.1,.403,.439,.280,.808,0.5,.008"
"708,2016,NBA,2,60,UTA,Tyrone Wallace\wallaty01,22.019,G,us,University of California,2018,2019,92,16.1,5.5,2.2,1.2,0.5,0.2,.435,.464,.237,.674,0.5,.015"
"709,2017,NBA,1,1,PHI,Markelle Fultz\fultzma01,19.029,G,us,University of Washington,2018,2019,33,20.6,7.7,3.4,3.4,0.9,0.3,.414,.422,.267,.534,0.5,.038"
"710,2017,NBA,2,43,HOU,Isaiah Hartenstein\harteis01,19.053,F,us,,2019,2019,28,7.9,1.9,1.7,0.5,0.3,0.4,.488,.514,.333,.786,0.5,.101"
"711,2018,NBA,2,34,ATL,Devonte' Graham\grahade01,23.125,G,us,University of Kansas,2019,2019,46,14.7,4.7,1.4,2.6,0.5,0.0,.343,.421,.281,.761,0.5,.035"
"712,2006,NBA,2,39,MIL,David Noel\noelda01,22.127,F,us,University of North Carolina,2007,2007,68,11.6,2.7,1.8,1.0,0.4,0.1,.367,.387,.321,.860,0.4,.024"
"713,2007,NBA,1,29,PHO,Alando Tucker\tuckeal02,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1.0,0.3,0.1,0.0,.423,.453,.294,.783,0.4,.045"
"714,2007,NBA,2,32,BOS,Gabe Pruitt\pruitga01,21.075,G,us,University of Southern California,2008,2009,62,7.4,2.0,0.8,0.8,0.3,0.0,.321,.350,.283,.783,0.4,.043"
"715,2011,NBA,2,43,CHI,Malcolm Lee\leema01,21.037,G,us,University of California Los Angeles,2012,2015,36,14.8,3.9,1.8,1.4,0.6,0.3,.382,.412,.294,.703,0.4,.040"
"716,2014,NBA,1,22,MEM,Jordan Adams\adamsjo01,19.358,G,us,University of California Los Angeles,2015,2016,32,8.2,3.2,0.9,0.6,0.6,0.2,.402,.409,.385,.607,0.4,.070"
"717,2015,NBA,1,28,BOS,R.J. Hunter\hunterj01,21.249,G,us,Georgia State University,2016,2019,45,8.8,3.0,1.0,0.4,0.4,0.1,.371,.523,.295,.818,0.4,.051"
"718,2015,NBA,2,43,IND,Joe Young\youngjo01,23.003,G,us,University of Oregon,2016,2018,127,8.5,3.4,1.0,0.9,0.3,0.0,.393,.438,.296,.768,0.4,.016"
"719,2016,NBA,1,13,PHO,Georgios Papagiannis\papagge01,18.360,C,gr,,2017,2018,39,12.2,4.1,3.2,0.7,0.2,0.6,.514,.521,.000,.857,0.4,.044"
"720,2017,NBA,2,31,CHO,Frank Jackson\jacksfr01,19.054,G,us,Duke University,2019,2019,61,19.2,8.1,2.2,1.1,0.4,0.0,.434,.507,.314,.740,0.4,.018"
"721,2000,NBA,2,31,DAL,Dan Langhi\langhda01,22.218,F,us,Vanderbilt University,2001,2004,133,9.4,3.0,1.5,0.3,0.2,0.1,.391,.400,.289,.613,0.3,.012"
"722,2000,NBA,2,32,CHI,A.J. Guyton\guytoaj01,22.142,G,us,Indiana University,2001,2003,80,15.6,5.5,1.0,1.8,0.3,0.2,.377,.377,.378,.822,0.3,.010"
"723,2000,NBA,2,36,NJN,Soumaila Samake\samakso01,22.108,C,ml,,2001,2003,47,6.4,1.4,1.6,0.1,0.0,0.4,.389,.389,,.462,0.3,.046"
"724,2006,NBA,1,10,SEA,Mouhamed Sene\senesa01,20.052,C-F,sn,,2007,2009,47,5.5,2.2,1.6,0.0,0.1,0.5,.427,.427,,.589,0.3,.052"
"725,2006,NBA,2,41,ORL,James Augustine\augusja01,22.127,F,us,University of Illinois at Urbana-Champaign,2007,2008,27,5.8,1.6,1.2,0.1,0.2,0.1,.514,.514,,.500,0.3,.101"
"726,2007,NBA,2,46,GSW,Stéphane Lasme\lasmest01,24.199,F,ga,University of Massachusetts Amherst,2008,2008,16,18.9,5.2,3.3,0.2,0.8,1.4,.451,.451,,.594,0.3,.041"
"727,2010,NBA,1,25,MEM,Dominique Jones\jonesdo02,21.257,G,us,University of South Florida,2011,2013,80,9.3,3.1,1.4,1.8,0.4,0.1,.366,.393,.095,.729,0.3,.017"
"728,2010,NBA,2,58,LAL,Derrick Caracter\caracde01,22.056,F,us,University of Texas at El Paso,2011,2011,41,5.2,2.0,1.0,0.2,0.1,0.2,.485,.485,,.739,0.3,.057"
"729,2011,NBA,2,39,CHA,Jeremy Tyler\tylerje01,20.007,C,us,,2012,2014,104,9.9,3.6,2.6,0.2,0.2,0.4,.450,.451,.000,.557,0.3,.014"
"730,2012,NBA,2,48,NYK,Kostas Papanikolaou\papanko01,21.338,F,gr,,2015,2016,69,15.8,3.6,2.3,1.5,0.6,0.3,.354,.416,.297,.688,0.3,.015"
"731,2015,NBA,2,38,DET,Darrun Hilliard\hillida01,22.078,G,us,Villanova University,2016,2018,91,9.4,3.2,0.9,0.8,0.2,0.0,.377,.420,.304,.747,0.3,.016"
"732,2016,NBA,1,18,DET,Henry Ellenson\ellenhe01,19.166,F,us,Marquette University,2017,2019,76,9.7,4.3,2.5,0.6,0.2,0.0,.377,.395,.353,.774,0.3,.022"
"733,2016,NBA,2,52,UTA,Joel Bolomboy\bolomjo01,22.152,F,ua,Weber State University,2017,2018,18,5.1,1.7,1.5,0.1,0.2,0.1,.545,.647,.200,.500,0.3,.132"
"734,2017,NBA,1,11,CHO,Malik Monk\monkma01,19.143,G,us,University of Kentucky,2018,2019,136,15.5,7.9,1.5,1.5,0.4,0.2,.376,.429,.335,.871,0.3,.007"
"735,2017,NBA,2,54,PHO,Alec Peters\peteral01,22.076,F,us,Valparaiso University,2018,2018,20,11.3,4.1,1.9,0.6,0.1,0.1,.378,.625,.310,.800,0.3,.055"
"736,2017,NBA,2,59,SAS,Jaron Blossomgame\blossja01,23.285,F,us,Clemson University,2019,2019,27,16.3,4.2,3.6,0.5,0.3,0.3,.443,.552,.256,.769,0.3,.030"
"737,2018,NBA,2,48,MIN,Keita Bates-Diop\bateske01,22.155,F,us,Ohio State University,2019,2019,30,16.8,5.0,2.8,0.6,0.6,0.5,.423,.522,.250,.643,0.3,.032"
"738,2018,NBA,2,54,DAL,Shake Milton\miltosh01,21.273,G,us,Southern Methodist University,2019,2019,20,13.4,4.4,1.8,0.9,0.4,0.4,.391,.465,.318,.714,0.3,.059"
"739,2000,NBA,1,28,POR,Erick Barkley\barkler01,22.133,G,us,St. John's University,2001,2002,27,9.9,2.9,0.8,1.5,0.7,0.0,.356,.373,.267,.900,0.2,.027"
"740,2000,NBA,2,55,GSW,Chris Porter\portech01,22.056,F,us,Auburn University,2001,2001,51,22.5,8.6,3.7,1.2,0.9,0.1,.389,.393,.000,.667,0.2,.008"
"741,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje\boumtru01,23.044,C,cm,Georgetown University,2002,2004,44,6.3,1.0,1.3,0.1,0.1,0.4,.368,.368,,.556,0.2,.027"
"742,2003,NBA,2,37,ATL,Travis Hansen\hansetr01,25.078,G,us,Brigham Young University,2004,2004,41,12.4,3.0,1.7,0.5,0.2,0.2,.354,.370,.300,.815,0.2,.019"
"743,2004,NBA,1,10,CLE,Luke Jackson\jackslu02,22.236,F,us,University of Oregon,2005,2008,73,9.9,3.5,1.2,0.8,0.3,0.0,.357,.356,.360,.732,0.2,.010"
"744,2005,NBA,2,54,NYK,Dijon Thompson\thompdi01,22.131,G-F,us,University of California Los Angeles,2006,2007,16,5.8,2.8,1.2,0.2,0.2,0.1,.425,.481,.308,.875,0.2,.102"
"745,2006,NBA,2,43,NOK,Marcus Vinicius\vincima01,22.033,F,br,,2007,2008,26,6.6,1.9,0.7,0.3,0.1,0.1,.457,.500,.421,.556,0.2,.056"
"746,2008,NBA,2,41,IND,Nathan Jawai\jawaina01,21.265,C-F,au,,2009,2010,45,9.6,2.8,2.4,0.5,0.2,0.2,.435,.439,.000,.684,0.2,.020"
"747,2008,NBA,2,56,SEA,Sasha Kaun\kaunsa01,23.055,C,ru,University of Kansas,2016,2016,25,3.8,0.9,1.0,0.1,0.2,0.2,.529,.529,,.455,0.2,.096"
"748,2009,NBA,1,22,POR,Victor Claver\clavevi01,20.304,F,es,,2013,2015,80,13.4,3.2,2.2,0.7,0.4,0.2,.398,.489,.293,.585,0.2,.011"
"749,2009,NBA,2,32,WAS,Jermaine Taylor\tayloje02,22.205,G,us,University of Central Florida,2010,2011,65,12.1,5.4,1.7,0.7,0.4,0.1,.441,.484,.284,.730,0.2,.014"
"750,2009,NBA,2,58,BOS,Lester Hudson\hudsole01,24.328,G,us,University of Tennessee at Martin,2010,2015,57,10.4,4.7,1.4,1.2,0.6,0.1,.375,.441,.277,.806,0.2,.016"
"751,2010,NBA,1,30,WAS,Lazar Hayward\haywala01,23.216,F,us,Marquette University,2011,2013,72,8.2,2.9,1.3,0.5,0.2,0.1,.347,.395,.269,.767,0.2,.020"
"752,2010,NBA,2,54,LAC,Willie Warren\warrewi01,20.250,G,us,University of Oklahoma,2011,2011,19,7.1,1.9,0.6,1.4,0.3,0.0,.371,.400,.333,.750,0.2,.065"
"753,2011,NBA,1,27,NJN,JaJuan Johnson\johnsja02,22.140,F,us,Purdue University,2012,2012,36,8.3,3.2,1.6,0.2,0.1,0.4,.446,.446,,.667,0.2,.032"
"754,2012,NBA,1,24,CLE,Jared Cunningham\cunnija01,21.043,G,us,Oregon State University,2013,2016,84,7.2,2.3,0.7,0.5,0.3,0.0,.347,.369,.306,.674,0.2,.017"
"755,2012,NBA,2,44,DET,Kim English\engliki01,23.283,G,us,University of Missouri,2013,2013,41,9.9,2.9,0.9,0.6,0.4,0.1,.375,.452,.280,.724,0.2,.021"
"756,2012,NBA,2,52,GSW,Ognjen Kuzmi?\kuzmiog01,22.049,C,ba,,2014,2015,37,4.4,0.9,1.0,0.2,0.1,0.1,.520,.520,,.600,0.2,.061"
"757,2013,NBA,2,37,DET,Tony Mitchell\mitchto02,21.086,F,us,University of North Texas,2014,2014,21,3.8,1.0,1.2,0.1,0.3,0.1,.417,.364,1.000,.579,0.2,.151"
"758,2014,NBA,2,36,MIL,Johnny O'Bryant\obryajo01,21.030,F-C,us,Louisiana State University,2015,2018,147,11.5,3.5,2.4,0.5,0.2,0.1,.402,.406,.360,.663,0.2,.006"
"759,2014,NBA,2,43,ATL,Edy Tavares\tavarwa01,22.101,C,cv,,2016,2017,13,7.8,2.5,2.5,0.3,0.1,0.9,.625,.625,,.273,0.2,.118"
"760,2016,NBA,1,4,PHO,Dragan Bender\bendedr01,18.223,F,ba,,2017,2019,171,20.3,5.3,3.8,1.2,0.3,0.6,.394,.516,.321,.647,0.2,.002"
"761,2016,NBA,2,45,BOS,Demetrius Jackson\jacksde01,21.295,G,us,University of Notre Dame,2017,2019,26,5.2,1.8,0.7,0.7,0.3,0.0,.486,.609,.286,.667,0.2,.087"
"762,2017,NBA,1,24,UTA,Tyler Lydon\lydonty01,21.079,F,us,Syracuse University,2018,2019,26,3.7,0.9,0.7,0.2,0.1,0.0,.500,.625,.400,.333,0.2,.084"
"763,2017,NBA,2,56,BOS,Jabari Bird\birdja01,22.360,G,us,University of California,2018,2018,13,8.8,3.0,1.5,0.6,0.2,0.1,.577,.632,.429,.462,0.2,.098"
"764,2018,NBA,1,25,LAL,Moritz Wagner\wagnemo01,21.061,F-C,de,University of Michigan,2019,2019,43,10.4,4.8,2.0,0.6,0.3,0.3,.415,.521,.286,.811,0.2,.020"
"765,2018,NBA,2,56,PHI,Ray Spalding\spaldra01,21.107,F,us,University of Louisville,2019,2019,14,10.6,3.9,3.4,0.4,0.6,0.6,.532,.568,.000,.333,0.2,.051"
"766,2000,NBA,2,50,UTA,Kaniel Dickens\dickeka01,21.348,F,us,University of Idaho,2004,2008,19,4.5,1.2,0.6,0.1,0.1,0.1,.400,.455,.333,.750,0.1,.055"
"767,2000,NBA,2,51,MIN,Igor Rako?evi?\rakocig01,22.097,G,rs,,2003,2003,42,5.8,1.9,0.4,0.8,0.1,0.0,.379,.370,.417,.806,0.1,.022"
"768,2001,NBA,2,48,MEM,Antonis Fotsis\fotsian01,20.092,F,gr,,2002,2002,28,11.4,3.9,2.2,0.4,0.3,0.4,.404,.432,.304,.850,0.1,.017"
"769,2001,NBA,2,57,PHI,Alvin Jones\jonesal01,22.297,C,lu,Georgia Institute of Technology,2002,2002,23,5.5,1.1,1.6,0.1,0.1,0.4,.400,.400,,.500,0.1,.034"
"770,2002,NBA,1,25,DEN,Frank Williams\willifr02,22.127,G,us,University of Illinois at Urbana-Champaign,2003,2005,86,11.1,2.9,0.9,1.9,0.4,0.1,.352,.376,.300,.833,0.1,.003"
"771,2002,NBA,2,58,SAC,Corsley Edwards\edwarco01,23.119,F,us,Central Connecticut State University,2005,2005,10,11.0,2.7,2.5,0.3,0.3,0.4,.323,.323,,.583,0.1,.026"
"772,2003,NBA,1,26,MIN,Ndudi Ebi\ebind01,19.012,F,gb,,2004,2005,19,4.5,2.1,1.0,0.2,0.1,0.3,.486,.500,.000,.462,0.1,.051"
"773,2003,NBA,2,48,NOH,James Lang\langja01,19.257,C,us,,2007,2007,11,5.0,1.0,1.0,0.2,0.0,0.3,.444,.444,,.600,0.1,.047"
"774,2004,NBA,2,35,SEA,Andre Emmett\emmetan01,21.307,F,us,Texas Tech University,2005,2012,14,5.2,1.4,0.6,0.1,0.1,0.1,.462,.500,.000,.615,0.1,.040"
"775,2004,NBA,2,36,ORL,Antonio Burks\burksan01,24.126,G,us,University of Memphis,2005,2006,81,9.7,2.3,0.6,1.3,0.4,0.0,.387,.401,.235,.571,0.1,.004"
"776,2005,NBA,2,58,TOR,Uroš Slokar\slokaur01,22.051,F,si,,2007,2007,20,3.6,1.9,0.7,0.1,0.1,0.1,.538,.542,.500,.692,0.1,.042"
"777,2006,NBA,1,15,NOK,Cedric Simmons\simmoce01,20.181,F,us,North Carolina State University,2007,2009,75,9.4,2.2,1.9,0.2,0.1,0.4,.409,.409,,.390,0.1,.005"
"778,2006,NBA,2,46,UTA,Dee Brown\brownde03,21.320,G,us,University of Illinois at Urbana-Champaign,2007,2009,68,10.5,2.1,1.0,1.8,0.5,0.1,.340,.389,.250,.643,0.1,.008"
"779,2007,NBA,1,19,LAL,Javaris Crittenton\crittja01,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,.442,.466,.231,.638,0.1,.002"
"780,2007,NBA,2,42,POR,Derrick Byars\byarsde01,23.069,F,us,Vanderbilt University,2012,2012,2,18.5,5.0,5.5,0.5,1.0,0.0,.273,.600,.000,1.000,0.1,.147"
"781,2008,NBA,1,30,BOS,J.R. Giddens\giddejr01,23.139,G,us,University of New Mexico,2009,2010,38,6.5,1.9,1.4,0.3,0.3,0.1,.476,.566,.000,.565,0.1,.027"
"782,2010,NBA,2,57,IND,Ryan Reid\reidry01,23.243,F,us,Florida State University,2012,2012,5,3.4,1.6,0.4,0.0,0.0,0.0,.800,.800,,,0.1,.142"
"783,2011,NBA,2,47,LAC,Travis Leslie\leslitr01,21.091,G,us,University of Georgia,2012,2012,10,4.5,1.4,0.9,0.5,0.2,0.2,.357,.357,,.444,0.1,.060"
"784,2012,NBA,2,42,MIL,Doron Lamb\lambdo01,20.240,G,us,University of Kentucky,2013,2014,100,12.7,3.5,1.0,0.8,0.2,0.0,.381,.372,.394,.700,0.1,.005"
"785,2013,NBA,2,46,UTA,Erick Green\greener01,22.055,G,us,Virginia Polytechnic Institute and State University,2015,2016,52,8.7,3.1,0.7,0.8,0.3,0.0,.377,.415,.288,.857,0.1,.011"
"786,2014,NBA,1,28,LAC,C.J. Wilcox\wilcocj01,23.184,G,us,University of Washington,2015,2017,66,5.7,2.0,0.5,0.5,0.2,0.1,.370,.397,.333,.813,0.1,.007"
"787,2014,NBA,2,48,MIL,Lamar Patterson\pattela01,22.324,G-F,us,University of Pittsburgh,2016,2017,40,10.9,2.3,1.4,1.1,0.3,0.1,.326,.450,.236,.720,0.1,.006"
"788,2014,NBA,2,55,MIA,Semaj Christon\chrisse01,21.242,G,us,Xavier University,2017,2017,64,15.2,2.9,1.4,2.0,0.4,0.1,.345,.406,.190,.548,0.1,.006"
"789,2016,NBA,1,25,LAC,Brice Johnson\johnsbr02,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,.449,.458,.000,.600,0.1,.062"
"790,2016,NBA,2,37,HOU,Chinanu Onuaku\onuakch01,19.239,F-C,us,University of Louisville,2017,2018,6,12.3,3.0,2.3,0.7,0.5,0.2,.583,.583,,1.000,0.1,.043"
"791,2017,NBA,1,28,LAL,Tony Bradley\bradlto01,19.170,F-C,us,University of North Carolina,2018,2019,12,5.4,2.1,2.2,0.2,0.2,0.2,.407,.423,.000,.750,0.1,.087"
"792,2017,NBA,2,52,NOP,Edmond Sumner\sumneed01,21.179,G,us,Xavier University,2018,2019,24,8.8,2.8,1.0,0.4,0.5,0.2,.354,.421,.259,.625,0.1,.024"
"793,2018,NBA,1,13,LAC,Jerome Robinson\robinje01,21.124,G,us,Boston College,2019,2019,33,9.7,3.4,1.2,0.6,0.3,0.1,.400,.491,.316,.667,0.1,.012"
"794,2018,NBA,1,16,PHO,Zhaire Smith\smithzh01,19.022,G,us,Texas Tech University,2019,2019,6,18.5,6.7,2.2,1.7,0.3,0.3,.412,.444,.375,.750,0.1,.048"
"795,2018,NBA,1,24,POR,Anfernee Simons\simonan01,19.018,G,us,,2019,2019,20,7.1,3.8,0.7,0.7,0.1,0.0,.444,.529,.345,.563,0.1,.020"
"796,2018,NBA,2,41,ORL,Jarred Vanderbilt\vandeja01,19.084,F,us,University of Kentucky,2019,2019,17,4.1,1.4,1.4,0.2,0.4,0.1,.474,.500,.000,.600,0.1,.037"
"797,2018,NBA,2,58,DEN,Thomas Welsh\welshth01,22.144,C,us,University of California Los Angeles,2019,2019,11,3.3,1.6,0.4,0.5,0.0,0.0,.538,.667,.429,.500,0.1,.162"
"798,2000,NBA,2,53,DEN,Dan McClintock\mcclida01,23.076,C,us,Northern Arizona University,2001,2001,6,9.7,3.0,2.8,0.2,0.0,0.3,.500,.500,,.000,0.0,.007"
"799,2001,NBA,2,33,MEM,Will Solomon\solomwi01,22.348,G,us,Clemson University,2002,2009,115,13.8,5.1,1.1,2.0,0.5,0.1,.378,.439,.298,.692,0.0,.000"
"800,2001,NBA,2,41,IND,Jamison Brewer\breweja01,20.225,G,us,Auburn University,2002,2005,54,8.7,1.6,0.9,1.0,0.4,0.0,.372,.435,.250,.393,0.0,-0.001"
"801,2001,NBA,2,49,MIA,Ken Johnson\johnske03,23.152,F-C,us,Ohio State University,2003,2003,16,9.8,2.0,2.0,0.0,0.1,0.8,.405,.405,,.333,0.0,-0.002"
"802,2002,NBA,1,6,CLE,Dajuan Wagner\wagneda02,19.147,G,us,University of Memphis,2003,2007,103,21.4,9.4,1.4,1.9,0.7,0.1,.366,.385,.321,.770,0.0,.000"
"803,2002,NBA,2,32,MEM,Robert Archibald\archiro01,22.094,F,gb,University of Illinois at Urbana-Champaign,2003,2004,44,7.5,1.2,1.6,0.4,0.3,0.1,.283,.283,,.429,0.0,-0.004"
"804,2002,NBA,2,38,HOU,Tito Maddox\maddoti01,21.024,G,us,California State University Fresno,2003,2003,9,3.9,1.2,0.8,0.6,0.3,0.1,.250,.333,.000,.625,0.0,-0.011"
"805,2002,NBA,2,48,MIL,Chris Owens\owensch01,23.123,F,us,University of Texas at Austin,2003,2003,1,6.0,4.0,1.0,0.0,0.0,0.0,.667,.667,,,0.0,-0.032"
"806,2002,NBA,2,57,SAS,Randy Holcomb\holcora01,22.328,F,us,San Diego State University,2006,2006,4,2.8,0.5,0.3,0.0,0.0,0.0,1.000,1.000,,,0.0,.150"
"807,2003,NBA,2,33,MIA,Jerome Beasley\beaslje01,23.045,F,us,University of North Dakota,2004,2004,2,2.5,1.0,0.5,0.0,0.0,0.0,.333,.333,,,0.0,-0.117"
"808,2003,NBA,2,39,NYK,Slavko Vraneš\vranesl01,20.152,C,rs,,2004,2004,1,3.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.371"
"809,2003,NBA,2,40,GSW,Derrick Zimmerman\zimmede01,21.211,G,us,Mississippi State University,2006,2006,2,16.0,2.0,2.0,3.5,0.0,0.0,.667,.667,,,0.0,.004"
"810,2004,NBA,2,31,CHI,Jackson Vroman\vromaja01,23.024,F-C,us,Iowa State University,2005,2006,87,12.8,3.3,3.0,0.6,0.4,0.3,.408,.412,.000,.580,0.0,.001"
"811,2004,NBA,2,32,WAS,Peter John Ramos\ramospe01,19.047,C,pr,,2005,2005,6,3.3,1.8,0.7,0.0,0.0,0.2,.500,.500,,.500,0.0,-0.108"
"812,2004,NBA,2,55,HOU,Luis Flores\florelu01,23.080,G,do,Manhattan College,2005,2005,16,4.8,2.2,0.2,0.7,0.1,0.0,.483,.474,.500,1.000,0.0,-0.020"
"813,2005,NBA,1,20,DEN,Julius Hodge\hodgeju01,21.228,G,us,North Carolina State University,2006,2007,23,4.3,1.2,0.7,0.8,0.3,0.0,.440,.440,,.500,0.0,.003"
"814,2005,NBA,2,44,ORL,Martynas Andriuškevi?ius\andrima01,19.113,C,lt,,2006,2006,6,1.5,0.0,0.7,0.0,0.3,0.0,.000,.000,,,0.0,.155"
"815,2005,NBA,2,51,UTA,Robert Whaley\whalero01,23.079,C,us,Walsh University,2006,2006,23,9.2,2.1,1.9,0.7,0.3,0.3,.404,.404,,.500,0.0,.004"
"816,2006,NBA,1,19,SAC,Quincy Douby\doubyqu01,22.048,G,us,Rutgers University,2007,2009,143,10.7,4.1,1.1,0.7,0.3,0.1,.389,.436,.312,.884,0.0,.000"
"817,2006,NBA,1,22,NJN,Marcus Williams\willima03,20.212,G,us,University of Connecticut,2007,2010,203,15.2,5.6,1.8,2.8,0.4,0.0,.386,.421,.321,.767,0.0,-0.001"
"818,2006,NBA,2,38,GSW,Kosta Perovi?\perovko01,21.134,C,hr,,2008,2008,7,5.4,1.4,1.9,0.1,0.0,0.3,.300,.300,,.667,0.0,.060"
"819,2006,NBA,2,52,LAC,Guillermo Díaz\diazgu01,21.121,G,pr,University of Miami,2008,2008,6,3.0,0.8,0.3,0.2,0.0,0.0,.250,.333,.000,.600,0.0,.033"
"820,2007,NBA,1,25,UTA,Morris Almond\almonmo01,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,.381,.404,.292,.743,0.0,.005"
"821,2007,NBA,2,36,GSW,Jermareo Davidson\davidje01,22.230,F,us,University of Alabama,2008,2009,52,8.3,3.1,1.8,0.3,0.2,0.3,.425,.425,,.578,0.0,.000"
"822,2007,NBA,2,51,CHI,JamesOn Curry\curryja01,21.177,G,us,Oklahoma State University,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,"
"823,2008,NBA,2,39,CHI,Sonny Weems\weemsso01,21.359,G-F,us,University of Arkansas,2009,2016,183,18.2,6.5,2.2,1.4,0.5,0.2,.465,.487,.283,.702,0.0,.001"
"824,2008,NBA,2,42,SAC,Sean Singletary\singlse01,22.299,G,us,University of Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0.0,.365,.350,.400,.857,0.0,.006"
"825,2008,NBA,2,58,LAL,Joe Crawford\crawfjo01,22.015,F,us,University of Kentucky,2009,2009,2,11.5,4.5,2.0,0.5,0.5,0.0,.300,.333,.250,1.000,0.0,.037"
"826,2009,NBA,2,48,PHO,Taylor Griffin\griffta01,23.074,F,us,University of Oklahoma,2010,2010,8,4.0,1.3,0.3,0.1,0.0,0.3,.400,.500,.000,.500,0.0,-0.039"
"827,2010,NBA,1,24,ATL,Damion James\jamesda01,22.266,G-F,us,University of Texas at Austin,2011,2014,39,16.0,3.8,3.4,0.7,0.6,0.5,.415,.433,.000,.667,0.0,-0.001"
"828,2010,NBA,2,46,PHO,Gani Lawal\lawalga01,21.234,F,us,Georgia Institute of Technology,2011,2011,1,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009"
"829,2010,NBA,2,50,DAL,Solomon Alabi\alabiso01,22.100,C,ng,Florida State University,2011,2012,26,7.0,1.5,2.3,0.2,0.2,0.4,.314,.314,,.700,0.0,.010"
"830,2010,NBA,2,53,ATL,Pape Sy\sypa01,22.085,F,fr,,2011,2011,3,7.0,2.3,1.0,0.7,0.3,0.0,.333,.400,.000,1.000,0.0,-0.047"
"831,2010,NBA,2,56,MIN,Hamady N'Diaye\ndiayha01,23.169,C,sn,Rutgers University,2011,2014,33,4.8,0.6,0.8,0.1,0.1,0.3,.467,.467,,.462,0.0,.013"
